filename,transcript,korean,gender,speed,pitch
0765.wav,dieser leichten Ampel,이 가벼운 신호등에게,male,0.918,0.89
0766.wav,diese alte Übersetzung,이 오래된 번역을,male,0.803,0.927
0767.wav,diese roten Straßenbahnen,이 빨간 전차들을,female,0.93,1.095
0768.wav,einem interessanten Baby,한 흥미로운 아기에게,female,0.847,1.111
0769.wav,eine tote Sprache,한 죽은 언어가,male,0.862,0.91
0770.wav,diese schade Grippe,이 아쉬운 독감이,male,0.806,0.929
0771.wav,ein hässliches Geschenk,한 못생긴 선물이,male,0.9,0.909
0772.wav,einem schnellen Ticket,한 빠른 티켓에게,female,0.823,1.092
0773.wav,diesem späten Baby,이 늦은 아기에게,male,0.82,0.894
0774.wav,ein falsches Tennis,한 틀린 테니스가,female,0.847,1.102
0775.wav,einem weiten Ergebnis,한 넓은 결과에게,male,0.864,0.885
0776.wav,diesem typischen Keller,이 전형적인 지하실에게,male,0.943,0.913
0777.wav,diese gleichen Tickets,이 같은 티켓들을,male,0.934,0.903
0778.wav,diese direkten Feste,이 직접적인 축제들이,male,0.842,0.923
0779.wav,ein blaues Schiff,한 파란 배를,male,0.819,0.923
0780.wav,diese dunklen Kolleginnen,이 어두운 여동료들이,female,0.873,1.072
0781.wav,dieser alten Einladungen,이 오래된 초대들의,female,0.844,1.126
0782.wav,einer schlechten Anzeige,한 나쁜 광고에게,male,0.885,0.886
0783.wav,eines automatischen Messers,한 자동의 칼의,female,0.892,1.124
0784.wav,eine alte Kette,한 오래된 목걸이를,male,0.937,0.896
0785.wav,eines einfachen Vaters,한 간단한 아버지의,male,0.904,0.907
0786.wav,dieses nützliche Café,이 유용한 카페를,male,0.949,0.885
0787.wav,einem süßen Salz,한 달콤한 소금에게,male,0.826,0.934
0788.wav,diesen alten Familiennamen,이 오래된 성들에게,male,0.918,0.931
0789.wav,einer eleganten Banane,한 우아한 바나나의,female,0.944,1.091
0790.wav,eines dicken Ergebnisses,한 뚱뚱한 결과의,male,0.841,0.919
0791.wav,diese willkommene Rezeption,이 환영받는 리셉션이,male,0.855,0.895
0792.wav,eines willkommenen Radiergummis,한 환영받는 지우개의,female,0.942,1.091
0793.wav,diese enge Orange,이 좁은 오렌지를,female,0.862,1.083
0794.wav,diese normalen Kolleginnen,이 보통의 여동료들을,female,0.907,1.061
0795.wav,ein nasses Wetter,한 젖은 날씨가,female,0.927,1.092
0796.wav,eine neblige Rezeption,한 안개 낀 리셉션을,male,0.859,0.918
0797.wav,eines direkten Balls,한 직접적인 공의,male,0.908,0.928
0798.wav,einem schriftlichen Anfang,한 서면의 시작에게,male,0.823,0.889
0799.wav,einer hässlichen Torte,한 못생긴 케이크에게,female,0.807,1.115
0800.wav,eines klaren Programms,한 명확한 프로그램의,female,0.895,1.069
0801.wav,diese richtige Polizei,이 올바른 경찰을,female,0.803,1.093
0802.wav,diesen freien Doppelzimmers,이 자유로운 2인실들에게,male,0.815,0.927
0803.wav,dieses bösen Kakaos,이 화난 코코아의,female,0.815,1.122
0804.wav,einem blöden Gast,한 바보 같은 손님에게,female,0.827,1.127
0805.wav,diesen leichten Text,이 가벼운 텍스트를,female,0.828,1.122
0806.wav,eine teure Butter,한 비싼 버터가,male,0.818,0.901
0807.wav,einer klaren Erfahrung,한 명확한 경험의,female,0.841,1.094
0808.wav,diese weite Milch,이 넓은 우유를,male,0.853,0.891
0809.wav,dieses wunderbare Schloss,이 훌륭한 성이,male,0.836,0.931
0810.wav,einem nützlichen Mittag,한 유용한 정오에게,female,0.817,1.115
0811.wav,dieser langsamen Mittagessen,이 느린 점심 식사들의,female,0.805,1.117
0812.wav,eines gleichen Dorfs,한 같은 마을의,female,0.89,1.08
0813.wav,diesen interessanten Mittagessen,이 흥미로운 점심 식사들에게,female,0.927,1.119
0814.wav,einem langsamen Baby,한 느린 아기에게,male,0.814,0.909
0815.wav,diesen deutlichen Hälsen,이 명확한 목들에게,female,0.851,1.123
0816.wav,eine preiswerte Toilette,한 가성비 좋은 화장실이,male,0.813,0.929
0817.wav,diesem teuren Wasser,이 비싼 물에게,male,0.839,0.922
0818.wav,einem deutlichen Wohnzimmer,한 명확한 거실에게,female,0.841,1.112
0819.wav,einer preiswerten Schere,한 가성비 좋은 가위에게,male,0.913,0.901
0820.wav,einer kühlen Tomate,한 시원한 토마토의,female,0.804,1.122
0821.wav,einem fantastischen Sofa,한 환상적인 소파에게,female,0.857,1.094
0822.wav,diesem schädlichen Sport,이 해로운 스포츠에게,male,0.871,0.936
0823.wav,dieses berühmte Wetter,이 유명한 날씨를,male,0.851,0.938
0824.wav,eines tiefen Problems,한 깊은 문제의,male,0.928,0.898
0825.wav,diese toten Fehler,이 죽은 실수들을,male,0.834,0.938
0826.wav,einem schriftlichen Essen,한 서면의 음식에게,female,0.831,1.121
0827.wav,diesem grünen Eis,이 초록의 아이스크림에게,female,0.922,1.098
0828.wav,einer schriftlichen Mail,한 서면의 메일에게,male,0.842,0.899
0829.wav,ein digitales Programm,한 디지털의 프로그램을,male,0.931,0.924
0830.wav,diese leichten Birnen,이 가벼운 배들이,male,0.941,0.881
0831.wav,ein gefährlicher Durst,한 위험한 갈증이,male,0.885,0.93
0832.wav,diesen schönen Nachbarn,이 아름다운 이웃들에게,male,0.862,0.936
0833.wav,einer schönen Veranstaltung,한 아름다운 행사에게,female,0.872,1.091
0834.wav,ein frischer Rock,한 신선한 치마가,male,0.832,0.93
0835.wav,diese dicken Gegenteile,이 뚱뚱한 반대들이,male,0.874,0.915
0836.wav,dieses fantastischen Mittagessens,이 환상적인 점심 식사의,male,0.857,0.932
0837.wav,diesen hellen Club,이 밝은 클럽을,male,0.913,0.911
0838.wav,dieser schnelle Service,이 빠른 서비스가,female,0.925,1.11
0839.wav,einem interessanten Gepäck,한 흥미로운 짐에게,male,0.886,0.882
0840.wav,diese nützlichen Garagen,이 유용한 차고들이,male,0.811,0.923
0841.wav,diesen pünktlichen Kameras,이 시간을 지키는 카메라들에게,male,0.836,0.884
0842.wav,dieser romantischen Tassen,이 낭만적인 컵들의,female,0.924,1.072
0843.wav,einer klaren Lampe,한 명확한 램프의,female,0.864,1.073
0844.wav,einen klaren Apfel,한 명확한 사과를,female,0.841,1.105
0845.wav,einer fetten Entschuldigung,한 기름진 사과의,female,0.899,1.13
0846.wav,dieser romantischen Abende,이 낭만적인 저녁들의,male,0.911,0.931
0847.wav,ein starkes Glas,한 강한 유리잔을,female,0.923,1.099
0848.wav,einen stressigen Besuch,한 스트레스가 많은 방문을,female,0.893,1.122
0849.wav,eine graue Kamera,한 회색의 카메라가,male,0.936,0.912
0850.wav,diese blaue Nudel,이 파란 국수를,male,0.902,0.915
0851.wav,diese grünen Zettel,이 초록의 쪽지들을,female,0.807,1.089
0852.wav,eine falsche Heimat,한 틀린 고향을,female,0.928,1.09
0853.wav,dieser tiefen Parks,이 깊은 공원들의,female,0.886,1.08
0854.wav,dieser schriftlichen Post,이 서면의 우체국의,male,0.879,0.933
0855.wav,dieser ruhigen Butter,이 조용한 버터의,female,0.875,1.105
0856.wav,diesen berühmten Fotos,이 유명한 사진들에게,male,0.82,0.893
0857.wav,diesen guten Haltestellen,이 좋은 정류장들에게,female,0.835,1.115
0858.wav,diese typischen Aufgaben,이 전형적인 과제들이,female,0.948,1.085
0859.wav,einem modernen Fahrplan,한 현대적인 시간표에게,male,0.927,0.88
0860.wav,einer bunten Straßenbahn,한 다채로운 전차에게,male,0.934,0.93
0861.wav,diesem guten T-Shirt,이 좋은 티셔츠에게,male,0.928,0.899
0862.wav,eines günstigen Hotels,한 저렴한 호텔의,male,0.826,0.938
0863.wav,diese kalten Fahrpläne,이 차가운 시간표들이,male,0.809,0.922
0864.wav,diese privaten Wege,이 개인적인 길들을,female,0.924,1.08
0865.wav,einem normalen Alter,한 보통의 나이에게,male,0.94,0.92
0866.wav,einem natürlichen Mittel,한 자연적인 수단에게,female,0.859,1.086
0867.wav,ein hohes Wetter,한 높은 날씨를,female,0.934,1.095
0868.wav,diese hohen Tiere,이 높은 동물들을,female,0.863,1.072
0869.wav,einem schnellen Zeugnis,한 빠른 성적표에게,female,0.927,1.112
0870.wav,einem deutlichen Garten,한 명확한 정원에게,male,0.804,0.929
0871.wav,einer braunen Touristin,한 갈색의 여관광객의,female,0.917,1.071
0872.wav,diesen normalen Sendungn,이 보통의 방송들에게,female,0.912,1.063
0873.wav,dieser leisen Jobs,이 조용한 직업들의,female,0.829,1.088
0874.wav,einer klaren Straße,한 명확한 거리의,female,0.923,1.09
0875.wav,eines normalen Prospekts,한 보통의 안내서의,female,0.817,1.083
0876.wav,diesen fantastischen Kindergarten,이 환상적인 유치원을,male,0.81,0.927
0877.wav,einen fetten Platz,한 기름진 광장을,female,0.894,1.109
0878.wav,ein falscher Student,한 틀린 학생이,male,0.898,0.921
0879.wav,einem nützlichen Abend,한 유용한 저녁에게,female,0.889,1.121
0880.wav,dieser neuen Füße,이 새로운 발들의,male,0.88,0.88
0881.wav,ein kostenloses Rad,한 무료의 바퀴가,female,0.876,1.086
0882.wav,dieser frühen Ohrringe,이 이른 귀걸이들의,female,0.934,1.061
0883.wav,diese großen Ordnungen,이 큰 질서들이,female,0.825,1.081
0884.wav,diese stressigen Menschen,이 스트레스가 많은 사람들이,female,0.942,1.12
0885.wav,einem eleganten Angebot,한 우아한 제안에게,female,0.921,1.076
0886.wav,diese typischen Feste,이 전형적인 축제들을,female,0.879,1.081
0887.wav,einem klaren Bett,한 명확한 침대에게,female,0.939,1.119
0888.wav,einer langsamen Notiz,한 느린 메모에게,female,0.949,1.114
0889.wav,diese bunten Kameras,이 다채로운 카메라들을,male,0.85,0.907
0890.wav,diese digitalen Beispiele,이 디지털의 예시들이,female,0.894,1.072
0891.wav,eines frühen Blogs,한 이른 블로그의,male,0.872,0.893
0892.wav,diese richtigen Konzerte,이 올바른 콘서트들이,female,0.823,1.121
0893.wav,einem praktischen Antwortbogen,한 실용적인 답안지에게,male,0.821,0.921
0894.wav,dieser fantastischen Papiere,이 환상적인 종이들의,male,0.911,0.934
0895.wav,einer heißen Cafeteria,한 뜨거운 카페테리아에게,female,0.904,1.097
0896.wav,ein ruhiges Rezept,한 조용한 레시피를,male,0.863,0.937
0897.wav,einer schriftlichen Qualität,한 서면의 품질의,male,0.835,0.882
0898.wav,diesen wahren Mittag,이 진실한 정오를,male,0.85,0.918
0899.wav,ein freier Flughafen,한 자유로운 공항이,female,0.929,1.113
0900.wav,einem leisen Test,한 조용한 시험에게,male,0.897,0.938
0901.wav,einer großen Gruppe,한 큰 그룹의,male,0.875,0.909
0902.wav,dieses fremden Handys,이 낯선 휴대폰의,male,0.877,0.902
0903.wav,einem bösen Ziel,한 화난 목표에게,female,0.876,1.091
0904.wav,dieser hässliche Glückwunsch,이 못생긴 축하가,female,0.9,1.113
0905.wav,dieses weißen Zelts,이 흰 텐트의,male,0.909,0.894
0906.wav,ein nützlicher Traum,한 유용한 꿈이,male,0.892,0.898
0907.wav,diese engen Zahlen,이 좁은 숫자들이,male,0.809,0.887
0908.wav,eine internationale Rechnung,한 국제적인 계산서를,male,0.932,0.909
0909.wav,eines billigen Kindergartens,한 싼 유치원의,female,0.918,1.099
0910.wav,eines eleganten Lieds,한 우아한 노래의,female,0.942,1.063
0911.wav,einer engen Miete,한 좁은 월세에게,female,0.844,1.105
0912.wav,eine lere Gitarre,한 텅 빈 기타가,male,0.927,0.904
0913.wav,einen hässlichen Film,한 못생긴 영화를,female,0.8,1.098
0914.wav,einen freien Glückwunsch,한 자유로운 축하를,male,0.847,0.904
0915.wav,diese wahre Bewerbung,이 진실한 지원서가,female,0.903,1.074
0916.wav,eines beliebten Gelds,한 인기 있는 돈의,male,0.892,0.922
0917.wav,einer möglichen Schülerin,한 가능한 여학생의,male,0.857,0.894
0918.wav,eine private Firma,한 개인적인 회사가,female,0.903,1.11
0919.wav,einer schweren Hausaufgabe,한 무거운 숙제에게,female,0.834,1.067
0920.wav,eines deutlichen Spielplatzes,한 명확한 놀이터의,female,0.862,1.086
0921.wav,ein willkommener Aufzug,한 환영받는 엘리베이터가,female,0.907,1.118
0922.wav,einer freien Schere,한 자유로운 가위에게,male,0.832,0.906
0923.wav,ein bequemes Kino,한 편안한 영화관이,female,0.803,1.122
0924.wav,ein furchtbarer Park,한 끔찍한 공원이,female,0.837,1.123
0925.wav,ein einfacher Beruf,한 간단한 직업이,male,0.801,0.905
0926.wav,einer romantischen Pflanze,한 낭만적인 식물에게,female,0.853,1.068
0927.wav,eines starken Regens,한 강한 비의,male,0.85,0.884
0928.wav,dieser internationalen Restaurants,이 국제적인 식당들의,female,0.837,1.115
0929.wav,dieser langweiligen Handys,이 지루한 휴대폰들의,male,0.846,0.929
0930.wav,dieser einfache Tisch,이 간단한 테이블이,male,0.885,0.893
0931.wav,diesen superen Mailboxen,이 훌륭한 사서함들에게,male,0.818,0.896
0932.wav,diese schlimmen Rucksäcke,이 심각한 배낭들이,male,0.915,0.883
0933.wav,ein geborenes Rätsel,한 태어난 수수께끼가,male,0.879,0.92
0934.wav,dieser nützlichen Post,이 유용한 우체국에게,male,0.826,0.916
0935.wav,eine kleine Angst,한 작은 두려움을,female,0.887,1.12
0936.wav,einem schädlichen Wald,한 해로운 숲에게,male,0.824,0.93
0937.wav,diesem digitalen Studium,이 디지털의 대학 공부에게,male,0.93,0.916
0938.wav,ein schriftlicher Stiefel,한 서면의 부츠가,female,0.863,1.079
0939.wav,diesen billigen Kameras,이 싼 카메라들에게,female,0.888,1.075
0940.wav,ein neues Tablet,한 새로운 태블릿이,female,0.878,1.083
0941.wav,diesem kühlen Getränk,이 시원한 음료에게,female,0.947,1.12
0942.wav,eines leren Fachs,한 텅 빈 과목의,female,0.932,1.109
0943.wav,diesen alten Heizungen,이 오래된 난방들에게,male,0.821,0.928
0944.wav,ein ruhiger Eintritt,한 조용한 입장료가,female,0.93,1.113
0945.wav,einem nützlichen Durst,한 유용한 갈증에게,female,0.93,1.089
0946.wav,diesem kostenlosen Job,이 무료의 직업에게,female,0.813,1.062
0947.wav,ein großes Krankenhaus,한 큰 병원이,male,0.874,0.93
0948.wav,dieser nebligen Hallen,이 안개 낀 홀들의,female,0.92,1.098
0949.wav,eine kostenlose Tasche,한 무료의 가방을,male,0.838,0.881
0950.wav,einem natürlichen Vertrag,한 자연적인 계약에게,male,0.935,0.932
0951.wav,eine liebe Schwester,한 사랑스러운 자매가,female,0.906,1.116
0952.wav,eine lere Insel,한 텅 빈 섬이,male,0.95,0.919
0953.wav,diese dünnen Ergebnisse,이 얇은 결과들이,female,0.904,1.088
0954.wav,einer kurzen Ordnung,한 짧은 질서에게,female,0.82,1.08
0955.wav,dieser aktuellen Schlafzimmer,이 최신의 침실들의,female,0.949,1.103
0956.wav,eine große Pizza,한 큰 피자가,female,0.893,1.079
0957.wav,eines natürlichen Fußballs,한 자연적인 축구의,female,0.931,1.098
0958.wav,diesen berühmten Vornamen,이 유명한 이름들에게,male,0.837,0.903
0959.wav,dieser spannenden Menge,이 흥미진진한 양의,female,0.934,1.098
0960.wav,dieser kleinen Eins,이 작은 1점의,male,0.867,0.883
0961.wav,diesen superen Urlauben,이 훌륭한 휴가들에게,female,0.84,1.127
0962.wav,ein typisches Stück,한 전형적인 조각을,female,0.942,1.061
0963.wav,eine supere Maschine,한 훌륭한 기계가,female,0.808,1.09
0964.wav,dieser gleichen Geschäfte,이 같은 가게들의,male,0.901,0.921
0965.wav,dieses rote Ticket,이 빨간 티켓이,female,0.874,1.067
0966.wav,eine böse Information,한 화난 정보가,male,0.838,0.908
0967.wav,dieses toten Zahns,이 죽은 이의,male,0.849,0.92
0968.wav,dieser langsamen Nachricht,이 느린 소식에게,male,0.944,0.926
0969.wav,eine wunderbare Mitte,한 훌륭한 가운데가,male,0.877,0.892
0970.wav,dieser normalen Rechnungen,이 보통의 계산서들의,female,0.931,1.107
0971.wav,dieser praktischen Katze,이 실용적인 고양이에게,female,0.907,1.126
0972.wav,ein buntes Auto,한 다채로운 자동차가,male,0.916,0.912
0973.wav,einer fetten Touristin,한 기름진 여관광객에게,male,0.828,0.922
0974.wav,einer bunten Straße,한 다채로운 거리의,female,0.829,1.084
0975.wav,dieses elektrischen Fahrplans,이 전기의 시간표의,female,0.85,1.114
0976.wav,diesen digitalen Träumen,이 디지털의 꿈들에게,male,0.82,0.899
0977.wav,einem geborenen Quatsch,한 태어난 헛소리에게,male,0.838,0.937
0978.wav,einer berühmten Qualität,한 유명한 품질의,female,0.87,1.096
0979.wav,eine bunte Bibliothek,한 다채로운 도서관을,female,0.824,1.124
0980.wav,einer komischen Rose,한 이상한 장미의,male,0.887,0.907
0981.wav,ein reicher Kakao,한 부유한 코코아가,female,0.924,1.077
0982.wav,einen langweiligen Chat,한 지루한 채팅을,female,0.817,1.102
0983.wav,eine aktuelle Tour,한 최신의 여행이,male,0.944,0.894
0984.wav,ein ruhiges Praktikum,한 조용한 인턴십이,male,0.919,0.89
0985.wav,einer starken Nachbarin,한 강한 여이웃의,male,0.809,0.939
0986.wav,dieser einfache Stress,이 간단한 스트레스가,male,0.887,0.907
0987.wav,ein guter Aufzug,한 좋은 엘리베이터가,female,0.899,1.098
0988.wav,dieses wichtigen Wiedersehens,이 중요한 재회의,male,0.854,0.93
0989.wav,diese praktische Woche,이 실용적인 주를,male,0.829,0.905
0990.wav,eine alte Garage,한 오래된 차고가,female,0.934,1.107
0991.wav,eine dünne Sprache,한 얇은 언어가,male,0.895,0.888
0992.wav,dieser graue Garten,이 회색의 정원이,male,0.935,0.899
0993.wav,dieser tollen Haltestelle,이 멋진 정류장의,female,0.916,1.109
0994.wav,diese freundliche Ehefrau,이 친절한 아내가,female,0.816,1.074
0995.wav,dieses langsame Glück,이 느린 행운이,female,0.897,1.084
0996.wav,diese kleine Bank,이 작은 은행이,female,0.825,1.118
0997.wav,diese großen Krankheiten,이 큰 병들을,male,0.819,0.936
0998.wav,dieser aktuellen Kosmetik,이 최신의 화장품의,female,0.929,1.061
0999.wav,diesen günstigen Kirchen,이 저렴한 교회들에게,male,0.887,0.914
1000.wav,dieser furchtbaren Freizeit,이 끔찍한 여가의,male,0.892,0.931
1001.wav,eine gute Ärztin,한 좋은 여의사를,male,0.888,0.915
1002.wav,eines leren Taxis,한 텅 빈 택시의,male,0.81,0.899
1003.wav,einer einfachen Heimat,한 간단한 고향의,male,0.826,0.894
1004.wav,diese langen Freunde,이 긴 친구들이,female,0.806,1.1
1005.wav,diesem dunklen Aufzug,이 어두운 엘리베이터에게,female,0.834,1.069
1006.wav,eines weißen Fahrrads,한 흰 자전거의,female,0.845,1.103
1007.wav,ein gutes Interview,한 좋은 인터뷰를,male,0.892,0.9
1008.wav,diese freie Suppe,이 자유로운 수프가,male,0.852,0.905
1009.wav,dieses schlechte Mineralwasser,이 나쁜 미네랄 워터를,male,0.886,0.88
1010.wav,diese langweiligen Ausstellungen,이 지루한 전시회들이,male,0.857,0.912
1011.wav,diesem hässlichen Buch,이 못생긴 책에게,male,0.884,0.889
1012.wav,einen ruhigen Marktplatz,한 조용한 시장 광장을,male,0.947,0.934
1013.wav,einem fetten Rock,한 기름진 치마에게,male,0.859,0.903
1014.wav,eine offene Tasse,한 열린 컵이,female,0.861,1.08
1015.wav,dieser ruhigen Mails,이 조용한 메일들의,male,0.83,0.884
1016.wav,diesen kostenlosen Plänen,이 무료의 계획들에게,male,0.857,0.885
1017.wav,diese leren Besuche,이 텅 빈 방문들이,male,0.821,0.908
1018.wav,dieses preiswerte Eis,이 가성비 좋은 아이스크림이,male,0.917,0.907
1019.wav,dieser blauen Bibliotheken,이 파란 도서관들의,male,0.902,0.917
1020.wav,diesen wunderbaren Tassen,이 훌륭한 컵들에게,female,0.828,1.126
1021.wav,diesen falschen Haushalten,이 틀린 가정들에게,female,0.835,1.087
1022.wav,dieses falschen Flughafens,이 틀린 공항의,female,0.876,1.126
1023.wav,einen normalen Satz,한 보통의 문장을,female,0.925,1.127
1024.wav,einer langsamen Toilette,한 느린 화장실에게,male,0.929,0.884
1025.wav,eine spannende Menge,한 흥미진진한 양을,male,0.945,0.882
1026.wav,dieser kleinen Parfums,이 작은 향수들의,female,0.836,1.069
1027.wav,eines schlechten Stresses,한 나쁜 스트레스의,female,0.833,1.122
1028.wav,dieses guten Wagens,이 좋은 자동차의,male,0.876,0.888
1029.wav,einen schriftlichen Ring,한 서면의 반지를,male,0.805,0.93
1030.wav,diesem einfachen Service,이 간단한 서비스에게,female,0.88,1.079
1031.wav,diese gleiche Insel,이 같은 섬이,male,0.806,0.915
1032.wav,dieses klare Quiz,이 명확한 퀴즈가,female,0.845,1.092
1033.wav,diesem dicken Morgen,이 뚱뚱한 아침에게,female,0.863,1.087
1034.wav,diese notwendigen Träume,이 필요한 꿈들이,female,0.851,1.103
1035.wav,dieser weite Rücken,이 넓은 등이,male,0.859,0.898
1036.wav,einer reichen Messe,한 부유한 박람회에게,male,0.877,0.888
1037.wav,dieser aktuellen Gitarre,이 최신의 기타의,male,0.81,0.899
1038.wav,einen nassen Drucker,한 젖은 프린터를,female,0.857,1.099
1039.wav,einer reichen Erfahrung,한 부유한 경험에게,male,0.891,0.883
1040.wav,diesen stressigen Entschuldigungen,이 스트레스가 많은 사과들에게,female,0.861,1.068
1041.wav,ein wunderbares Schwimmbad,한 훌륭한 수영장이,female,0.829,1.066
1042.wav,diese harte Mütze,이 딱딱한 모자를,male,0.88,0.893
1043.wav,diesem fetten Eintritt,이 기름진 입장료에게,male,0.941,0.93
1044.wav,diesem schlechten Unfall,이 나쁜 사고에게,male,0.895,0.882
1045.wav,diesem praktischen Gemüse,이 실용적인 채소에게,male,0.875,0.92
1046.wav,dieses romantischen Jahrs,이 낭만적인 해의,male,0.812,0.897
1047.wav,eine mögliche Minute,한 가능한 분을,female,0.809,1.092
1048.wav,einer freien Größe,한 자유로운 크기에게,male,0.813,0.9
1049.wav,einem schädlichen Gleis,한 해로운 선로에게,male,0.89,0.896
1050.wav,diese fremden Praktikums,이 낯선 인턴십들을,male,0.939,0.902
1051.wav,diese möglichen Ausbildungen,이 가능한 교육들을,female,0.831,1.07
1052.wav,einer blauen Orange,한 파란 오렌지에게,female,0.919,1.087
1053.wav,einem dringenden Brot,한 긴급한 빵에게,male,0.916,0.923
1054.wav,ein frisches Ei,한 신선한 달걀을,female,0.893,1.118
1055.wav,eines richtigen Unfalls,한 올바른 사고의,female,0.833,1.091
1056.wav,diesen späten Tee,이 늦은 차를,female,0.937,1.123
1057.wav,diesem blauen Buch,이 파란 책에게,female,0.937,1.103
1058.wav,einer komischen Datei,한 이상한 파일의,male,0.829,0.934
1059.wav,diese schädlichen Poster,이 해로운 포스터들을,female,0.886,1.073
1060.wav,diese neuen Morgen,이 새로운 아침들을,male,0.838,0.929
1061.wav,eine leichte Unterschrift,한 가벼운 서명이,female,0.883,1.108
1062.wav,diese notwendigen Pausen,이 필요한 쉬는 시간들을,male,0.947,0.9
1063.wav,einer privaten Polizei,한 개인적인 경찰에게,male,0.803,0.932
1064.wav,ein fantastisches Glück,한 환상적인 행운이,male,0.917,0.934
1065.wav,dieser tiefen Zitrone,이 깊은 레몬에게,male,0.859,0.899
1066.wav,eines schönen Artikels,한 아름다운 기사의,male,0.898,0.913
1067.wav,diesen müden Mädchen,이 피곤한 소녀들에게,male,0.813,0.895
1068.wav,diese digitalen Haushalte,이 디지털의 가정들이,female,0.947,1.063
1069.wav,dieser falschen Gesundheit,이 틀린 건강에게,female,0.871,1.084
1070.wav,dieser engen Sonne,이 좁은 태양에게,male,0.86,0.918
1071.wav,diese schnellen Bilder,이 빠른 그림들이,male,0.855,0.883
1072.wav,diese bösen Sportplatze,이 화난 운동장들을,female,0.803,1.098
1073.wav,diese späten Seifen,이 늦은 비누들을,male,0.925,0.886
1074.wav,einer langen Tür,한 긴 문의,male,0.885,0.906
1075.wav,dieser hellen Kasse,이 밝은 계산대에게,male,0.927,0.926
1076.wav,einer geborenen Meinung,한 태어난 의견의,female,0.875,1.106
1077.wav,eine richtige Zeitung,한 올바른 신문을,male,0.811,0.923
1078.wav,einen weiten Haushalt,한 넓은 가정을,female,0.857,1.101
1079.wav,ein gleiches Fach,한 같은 과목이,male,0.885,0.885
1080.wav,einem großen Service,한 큰 서비스에게,male,0.837,0.933
1081.wav,diese junge Nachbarin,이 젊은 여이웃이,female,0.935,1.129
1082.wav,einer sicheren Zeitung,한 안전한 신문에게,male,0.949,0.912
1083.wav,diese klaren Unterschriften,이 명확한 서명들이,male,0.923,0.901
1084.wav,eine gemütliche Torte,한 아늑한 케이크가,male,0.801,0.934
1085.wav,diesen dicken Schmerzen,이 뚱뚱한 통증들에게,male,0.87,0.882
1086.wav,einer fetten Frau,한 기름진 여자의,female,0.875,1.062
1087.wav,einem internationalen T-Shirt,한 국제적인 티셔츠에게,male,0.934,0.894
1088.wav,diesem langen Kunden,이 긴 고객에게,male,0.818,0.93
1089.wav,diesem hohen Kleid,이 높은 드레스에게,female,0.883,1.07
1090.wav,dieser interessanten Ausstellungen,이 흥미로운 전시회들의,male,0.828,0.931
1091.wav,einen superen Wunsch,한 훌륭한 소원을,male,0.805,0.901
1092.wav,einer guten Ecke,한 좋은 구석에게,female,0.88,1.084
1093.wav,dieses schwarzen Gepäcks,이 검은 짐의,female,0.815,1.092
1094.wav,eine natürliche Ausstellung,한 자연적인 전시회를,female,0.842,1.124
1095.wav,diesen kurzen Herren,이 짧은 남자들에게,male,0.865,0.917
1096.wav,einer nützlichen Mail,한 유용한 메일의,female,0.912,1.112
1097.wav,diesem klaren Durst,이 명확한 갈증에게,female,0.907,1.064
1098.wav,eine lere CD,한 텅 빈 CD를,male,0.828,0.9
1099.wav,diese aktuellen Köpfe,이 최신의 머리들이,male,0.812,0.912
1100.wav,dieses langen Konzerts,이 긴 콘서트의,male,0.883,0.933
1101.wav,eines freien Studenten,한 자유로운 학생의,female,0.868,1.115
1102.wav,einem geborenen Bild,한 태어난 그림에게,female,0.828,1.075
1103.wav,ein direktes Klavier,한 직접적인 피아노가,male,0.83,0.896
1104.wav,einer schnellen Kundin,한 빠른 여고객에게,male,0.913,0.932
1105.wav,dieses richtigen Lichts,이 올바른 빛의,female,0.926,1.102
1106.wav,ein starker Kontakt,한 강한 연락이,female,0.904,1.061
1107.wav,diese aktuellen Wolken,이 최신의 구름들을,male,0.876,0.936
1108.wav,eine heiße Straße,한 뜨거운 거리를,female,0.869,1.117
1109.wav,dieser internationalen Zeiten,이 국제적인 시간들의,male,0.911,0.929
1110.wav,einer einfachen Schokolade,한 간단한 초콜릿의,male,0.805,0.897
1111.wav,dieser billigen Papiere,이 싼 종이들의,male,0.878,0.913
1112.wav,dieser elektrische Tisch,이 전기의 테이블이,female,0.902,1.12
1113.wav,eines notwendigen Artikels,한 필요한 기사의,female,0.817,1.116
1114.wav,einem romantischen Saft,한 낭만적인 주스에게,male,0.845,0.922
1115.wav,eines schwierigen Tennisses,한 어려운 테니스의,female,0.867,1.065
1116.wav,eines deutlichen Hobbys,한 명확한 취미의,male,0.886,0.939
1117.wav,dieser ruhigen Ausbildung,이 조용한 교육의,female,0.825,1.092
1118.wav,ein leiser Bahnsteig,한 조용한 승강장이,female,0.823,1.122
1119.wav,diesen leren Titelen,이 텅 빈 제목들에게,male,0.93,0.916
1120.wav,einen gemütlichen Park,한 아늑한 공원을,male,0.822,0.91
1121.wav,dieses großen Gesprächs,이 큰 대화의,female,0.878,1.1
1122.wav,diese richtige Kirche,이 올바른 교회를,male,0.861,0.928
1123.wav,dieser schwierige Test,이 어려운 시험이,male,0.87,0.883
1124.wav,ein hartes Messer,한 딱딱한 칼이,male,0.902,0.92
1125.wav,diese böse Tomate,이 화난 토마토가,male,0.824,0.907
